Coin,Block Reward,Difficulty,Price
kaspa,73.41619197,1.389930970130895e+18,0.12117219288359421
bitcoin,3.125,108522647629300.0,97457.62023956903
alephium,0.45688656,3.0584627190742496e+16,1.6046000911852933
